"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test searches 'Amazon' in Google and verifies if results are shown.","7246","Search for Amazon and verify results","Surefire suite","Sat Jul 05 11:24:20 IST 2025","passed","Sat Jul 05 11:24:27 IST 2025","com.example.AppTest","Surefire test","com.example.AppTest","loginTest"
